id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,roi.times,roi.currency,roi.percentage
enjincoin,enj,Enjin Coin,https://assets.coingecko.com/coins/images/1102/large/enjin-coin-logo.png?1547035078,2.94,2753088891,63,2946557942.0,346171688.0,2.98,2.4,0.523965,21.65438,491821997.0,21.74984,934340659.567558,1000000000.0,1000000000.0,4.82,-38.85964,2021-11-25T09:53:41.955Z,0.01865964,15691.07364,2017-11-12T00:00:00.000Z,,2021-12-07T10:44:31.556Z,-1.0233284493584467,21.654383789602868,,,
kusama,ksm,Kusama,https://assets.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1576190080,299.32,2679846910,64,2984206729.0,101789441.0,300.74,257.61,37.69,14.407,331266580.0,14.10497,8980098.074112339,10000000.0,10000000.0,621.71,-51.99964,2021-05-18T05:04:41.858Z,0.876572,33944.04445,2020-01-14T19:20:20.768Z,,2021-12-07T10:45:35.543Z,0.3214424210958424,14.407000551204128,,,
amp-token,amp,Amp,https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1599625397,0.054522,2607942983,65,5389552088.0,46086391.0,0.054444,0.04831205,0.00562744,11.50936,260622838.0,11.10299,48013928909.1577,99441427281.7644,99225164238.50153,0.120813,-55.04079,2021-06-16T16:03:41.147Z,0.00250501,2068.30845,2020-11-04T13:18:12.191Z,,2021-12-07T10:45:41.473Z,1.0279966434570504,11.509362482496282,,,
ecash,xec,eCash,https://assets.coingecko.com/coins/images/16646/large/Logo_final-22.png?1628239446,0.00013659,2591659079,66,2877014054.0,147450703.0,0.00013704,0.00011281,1.929e-05,16.44204,398715984.0,18.18178,18917127146789.4,21000000000000.0,21000000000000.0,0.00038001,-63.93898,2021-09-04T17:09:31.137Z,1.847e-05,641.94543,2021-07-20T20:49:46.212Z,,2021-12-07T10:45:31.579Z,0.6117598259349278,16.442036179870843,,,
aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1601374110,192.36,2579411136,67,3075737373.0,272328066.0,193.21,169.77,19.78,11.46351,262446667.0,11.32718,13418108.62562695,16000000.0,16000000.0,661.69,-70.94797,2021-05-18T21:19:59.514Z,26.02,638.70548,2020-11-05T09:20:11.928Z,,2021-12-07T10:44:03.149Z,-0.25688485248972565,11.463511743948668,,,
blockstack,stx,Stacks,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1604112510,2.41,2523095674,68,,67290339.0,2.42,2.0,0.381928,18.82553,379248326.0,17.69008,1052561461.68777,1818000000.0,,3.39,-29.28148,2021-12-01T01:32:34.725Z,0.04559639,5157.21541,2020-03-13T02:29:26.415Z,,2021-12-07T10:45:33.992Z,0.31177831211832474,18.82553280059658,19.089226382583416,usd,1908.9226382583417
maker,mkr,Maker,https://assets.coingecko.com/coins/images/1364/large/Mark_Maker.png?1585191826,2644.01,2375430720,69,2650226877.0,76491959.0,2645.48,2373.14,219.76,9.06491,189358313.0,8.66203,901310.9472893132,988873.563988944,1005577.0,6292.31,-58.11512,2021-05-03T21:54:29.333Z,168.36,1465.4351,2020-03-16T20:52:36.527Z,,2021-12-07T10:45:13.024Z,0.4565236316440959,9.064914635467643,,,
quant-network,qnt,Quant,https://assets.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1612437252,175.84,2366066044,70,2579972199.0,66993348.0,179.31,148.66,22.96,15.02024,319335826.0,15.60224,13400967.469289193,14612493.0,14612493.0,427.42,-58.69207,2021-09-11T09:15:00.668Z,0.215773,81726.30384,2018-08-23T00:00:00.000Z,,2021-12-07T10:44:49.507Z,-1.3551688646837594,15.02024499821039,16.182763002826377,eth,1618.2763002826377
arweave,ar,Arweave,https://assets.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1591059616,47.02,2350388788,71,3095795201.0,54877071.0,48.28,40.56,5.94,14.46856,294973694.0,14.35105,50108502.0,64598643.0,66000000.0,89.24,-47.43548,2021-11-05T04:14:42.689Z,0.298788,15598.7776,2020-01-31T06:47:36.543Z,,2021-12-07T10:44:50.285Z,-0.9545174023074557,14.468556922769773,62.5466323817012,usd,6254.66323817012
harmony,one,Harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1565065793,0.197179,2252289681,72,2586110301.0,124435818.0,0.196572,0.158594,0.03473285,21.38118,399089044.0,21.53512,11457834583.1007,13156044839.793139,13156044839.793139,0.37902,-47.99862,2021-10-26T09:28:49.782Z,0.00127355,15376.07096,2020-03-13T02:24:14.005Z,,2021-12-07T10:44:52.910Z,1.899293666892246,21.381183469854843,61.10353555443613,usd,6110.353555443613
thorchain,rune,THORChain,https://assets.coingecko.com/coins/images/6595/large/RUNE.png?1614160507,7.72,2250293432,73,3794226456.0,97771107.0,7.71,6.67,0.880283,12.87194,227024132.0,11.22066,296541792.91730165,500000000.0,500000000.0,20.87,-63.1811,2021-05-19T00:30:09.436Z,0.00851264,90156.49137,2019-09-28T00:00:00.000Z,,2021-12-07T10:44:40.647Z,1.594436008075896,12.87194334871726,202.13315447379014,usd,20213.315447379013
zcash,zec,Zcash,https://assets.coingecko.com/coins/images/486/large/circle-zcash-color.png?1547034197,184.18,2183915911,74,3862413107.0,538485906.0,184.92,162.48,17.35,10.39837,204080756.0,10.30797,11873984.6975468,21000000.0,21000000.0,3191.93,-94.23783,2016-10-29T00:00:00.000Z,19.75,831.09078,2020-03-13T02:20:55.002Z,,2021-12-07T10:44:12.031Z,-0.2383642543996803,10.398368612785184,,,
neo,neo,NEO,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1594357361,30.18,2113184894,75,,216244276.0,30.17,26.16,3.77,14.28059,252148810.0,13.54884,70530000.0,100000000.0,,198.38,-84.84733,2018-01-15T00:00:00.000Z,0.078349,38266.69148,2016-10-21T00:00:00.000Z,,2021-12-07T10:45:46.962Z,0.9123869125864815,14.280593101846328,837.3288966041245,usd,83732.88966041245
basic-attention-token,bat,Basic Attention Token,https://assets.coingecko.com/coins/images/677/large/basic-attention-token.png?1547034427,1.37,2049034738,76,2058674683.0,689539642.0,1.4,1.15,0.179093,14.99682,270650363.0,15.21889,1492976103.4473505,1500000000.0,1500000000.0,1.9,-27.78694,2021-11-28T00:23:51.354Z,0.072394,1795.81108,2017-07-16T00:00:00.000Z,,2021-12-07T10:45:11.886Z,-1.2336091573048311,14.996815238939778,0.9955979998243903,eth,99.55979998243905
huobi-btc,hbtc,Huobi BTC,https://assets.coingecko.com/coins/images/12407/large/Unknown-5.png?1599624896,50997.0,2033303593,77,2033303593.0,353087.0,51155.0,47575.0,3286.21,6.88774,129878158.0,6.82339,39884.082204742,39884.082204742,39884.082204742,69325.0,-26.46192,2021-05-10T02:33:06.038Z,11209.02,354.81516,2020-10-12T03:56:16.768Z,,2021-12-07T10:43:46.287Z,0.494144780886058,6.887743382480236,,,
bitcoin-cash-abc-2,bcha,Bitcoin Cash ABC,https://assets.coingecko.com/coins/images/13120/large/Logo_final-21.png?1624892810,107.57,2021695829,78,,713.82,116.43,97.54,-6.112165411872,-5.37649,-114934194.78360105,-5.37923,18794058.3967894,21000000.0,,378.12,-71.55092,2021-09-04T17:15:31.514Z,9.21,1068.00592,2020-11-15T18:28:32.658Z,,2021-12-07T10:35:49.005Z,-0.2636447906891293,-5.376490787619681,,,
waves,waves,Waves,https://assets.coingecko.com/coins/images/425/large/waves.png?1548386117,19.81,1978376120,79,,136299526.0,20.56,18.94,-0.754134515764,-3.66803,-46398583.57367182,-2.29154,100000000.0,100000000.0,,43.01,-54.00603,2021-05-04T06:49:41.528Z,0.130878,15016.18546,2016-08-02T00:00:00.000Z,,2021-12-07T10:45:10.611Z,0.3886165759480288,-3.6680311187699965,104.3485092192007,usd,10434.85092192007
kadena,kda,Kadena,https://assets.coingecko.com/coins/images/3693/large/djLWD6mR_400x400.jpg?1591080616,12.0,1931464423,80,11997688134.0,84003193.0,13.06,9.32,2.61,27.74556,416675356.0,27.50715,160986383.48437,1000000000.0,1000000000.0,27.64,-56.57291,2021-11-11T13:22:45.731Z,0.065811,18136.01818,2020-03-13T02:00:28.582Z,,2021-12-07T10:40:18.649Z,-2.5939792043468133,27.745558587194918,11.00137344998236,usd,1100.137344998236
theta-fuel,tfuel,Theta Fuel,https://assets.coingecko.com/coins/images/8029/large/1_0YusgngOrriVg4ZYx4wOFQ.png?1553483622,0.263728,1886178774,81,,77043655.0,0.265472,0.226612,0.03700785,16.32312,49552231.0,2.698,0.0,5301200000.0,,0.68159,-61.39636,2021-06-09T06:50:55.818Z,0.00090804,28876.57158,2020-03-13T02:30:37.972Z,,2021-12-07T10:44:55.922Z,0.3212824046410579,16.32311788175657,,,
holotoken,hot,Holo,https://assets.coingecko.com/coins/images/3348/large/Holologo_Profile.png?1547037966,0.01041362,1848736065,82,,279532185.0,0.01052833,0.00852754,0.00178633,20.70552,316146773.0,20.62828,177619433541.141,177619433541.141,,0.03126682,-66.71101,2021-04-05T16:04:52.608Z,0.0002202,4626.82267,2020-03-13T02:23:01.612Z,,2021-12-07T10:44:53.618Z,-0.6438876279294512,20.705520073931087,9.43804011244581,eth,943.804011244581
chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/Chiliz.png?1561970540,0.337867,1802352856,83,2997889347.0,294832516.0,0.340602,0.282082,0.051868,18.13573,270525572.0,17.66032,5344064580.0,8888888888.0,8888888888.0,0.878633,-61.61509,2021-03-13T08:04:21.200Z,0.00410887,8108.14916,2019-09-28T00:00:00.000Z,,2021-12-07T10:45:06.105Z,-0.19421272365376954,18.13572691033885,14.357586076525036,usd,1435.7586076525035
kucoin-shares,kcs,KuCoin Token,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1610678720,22.38,1724744495,84,,45369227.0,22.65,19.07,2.11,10.39906,155336838.0,9.8978,77073331.0,167073331.0,,28.83,-22.37928,2021-12-01T15:09:35.541Z,0.342863,6426.79417,2019-02-07T00:00:00.000Z,,2021-12-07T10:42:52.226Z,0.31240416785184727,10.399059723720647,,,
link,ln,LINK,https://assets.coingecko.com/coins/images/6450/large/linklogo.png?1547042644,266.51,1588719595,85,,12870132.0,265.85,204.21,57.7,27.63039,337506828.0,26.97438,5976006.988273,6045959.0,,345.88,-23.13916,2021-04-01T22:19:00.034Z,1.05,25099.05843,2018-12-26T00:00:00.000Z,,2021-12-07T10:44:14.208Z,2.1449885333448666,27.630392278779414,,,
celsius-degree-token,cel,Celsius Network,https://assets.coingecko.com/coins/images/3263/large/CEL_logo.png?1609598753,3.73,1576868222,86,,3052627.0,3.82,3.68,0.01777422,0.47922,12430771.0,0.79458,423415980.3475,695090076.6871,,8.05,-53.71992,2021-06-04T00:04:12.584Z,0.02620268,14112.89185,2018-12-07T00:00:00.000Z,,2021-12-07T10:45:01.309Z,-0.16466921151068029,0.4792224937089684,11.422484603085856,usd,1142.2484603085857
curve-dao-token,crv,Curve DAO Token,https://assets.coingecko.com/coins/images/12124/large/Curve.png?1597369484,3.87,1514101852,87,12759333973.0,353167442.0,3.92,3.23,0.578749,17.5821,216989920.0,16.7287,391958099.3931446,1645033214.12621,3303030299.0,54.01,-92.84727,2020-08-14T04:53:44.010Z,0.331577,1065.01247,2020-11-05T13:09:50.181Z,,2021-12-07T10:45:41.029Z,-0.9247856158610445,17.582100765835253,,,
dash,dash,Dash,https://assets.coingecko.com/coins/images/19/large/dash-logo.png?1548385930,140.07,1462508112,88,,222605649.0,140.85,122.93,15.73,12.65221,162057586.0,12.46165,10467878.5926924,18920000.0,,1493.59,-90.64577,2017-12-20T00:00:00.000Z,0.213899,65217.69528,2014-02-14T00:00:00.000Z,,2021-12-07T10:45:12.702Z,-0.002079023058619735,12.6522125332227,,,
nexo,nexo,NEXO,https://assets.coingecko.com/coins/images/3695/large/nexo.png?1548086057,2.54,1416960592,89,2530286726.0,28326439.0,2.58,1.98,0.526074,26.18479,294286103.0,26.21295,560000010.0064,1000000000.0,1000000000.0,4.07,-37.7792,2021-05-12T14:37:47.535Z,0.04515276,5505.69022,2018-09-13T00:00:00.000Z,,2021-12-07T10:45:35.545Z,-1.0449630136114603,26.184793468274158,24.35157885179392,usd,2435.157885179392
compound-governance-token,comp,Compound,https://assets.coingecko.com/coins/images/10775/large/COMP.png?1592625425,228.31,1413785314,90,2278663755.0,90312883.0,229.47,194.28,31.9,16.243,190317197.0,15.55555,6204449.037199666,10000000.0,10000000.0,910.54,-74.94604,2021-05-12T02:29:08.794Z,61.32,272.0153,2020-06-18T12:54:32.788Z,,2021-12-07T10:45:09.775Z,-0.27518343520802374,16.24299719425351,,,
celo,celo,Celo,https://assets.coingecko.com/coins/images/11090/large/icon-celo-CELO-color-500.png?1592293590,3.83,1407962263,91,3834272951.0,47270086.0,3.85,3.4,0.395378,11.49836,144658510.0,11.45081,367204495.0,1000000000.0,1000000000.0,9.82,-60.95963,2021-08-30T14:25:09.929Z,0.800156,379.19087,2020-05-22T04:15:27.736Z,,2021-12-07T10:45:40.026Z,0.4314117887062292,11.498359246081568,,,
msol,msol,Marinade staked SOL,https://assets.coingecko.com/coins/images/17752/large/PJ7Scn3.png?1629175951,205.3,1395589664,92,1395602864.0,120814164.0,206.72,182.72,22.48,12.29729,151369648.0,12.16583,6796270.97097007,6796335.25191528,6796335.25191528,3541.84,-94.20574,2021-08-23T22:16:35.076Z,42.4,384.0268,2021-08-30T10:27:09.425Z,,2021-12-07T10:45:18.869Z,-0.5696934404108966,12.297294493514979,,,
huobi-token,ht,Huobi Token,https://assets.coingecko.com/coins/images/2822/large/huobi-token-logo.png?1547036992,8.66,1376741591,93,4320990464.0,113075311.0,8.99,8.61,-0.020204576029,-0.23272,-5234150.113013983,-0.37874,159308566.25441208,500000000.0,500000000.0,39.66,-78.17935,2021-05-12T14:42:21.586Z,0.90862,852.45989,2019-01-30T00:00:00.000Z,,2021-12-07T10:44:12.511Z,-0.5278441607795031,-0.2327236806594197,7.74907392602087,usd,774.9073926020869
wonderland,time,Wonderland,https://assets.coingecko.com/coins/images/18126/large/time.PNG?1630621941,5972.16,1364973186,94,,95024314.0,6064.74,5039.85,743.98,14.23009,171154291.0,14.3367,228574.54315,228574.54315,,10063.72,-40.66132,2021-11-07T19:15:45.691Z,548.37,988.98978,2021-09-02T23:16:06.662Z,,2021-12-07T10:44:53.115Z,0.31276599781104786,14.230089416072456,,,
frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/frax_logo.png?1608476506,1.01,1301510206,95,1301510206.0,37580987.0,1.03,0.993163,0.01389928,1.39484,23250034.0,1.81888,1288574681.90788,1288574681.90788,1288574681.90788,1.14,-11.42353,2021-02-07T12:55:35.766Z,0.891635,13.29424,2021-12-04T05:33:57.315Z,,2021-12-07T10:44:32.433Z,0.014589047546675272,1.394837720995981,,,
decred,dcr,Decred,https://assets.coingecko.com/coins/images/329/large/decred.png?1547034093,95.87,1299151904,96,,15159780.0,98.76,86.93,8.37,9.56123,111687983.0,9.40559,13564370.3725195,21000000.0,,247.35,-61.27898,2021-04-17T00:41:14.790Z,0.43154,22094.21242,2016-12-26T00:00:00.000Z,,2021-12-07T10:45:23.679Z,0.2511584848475857,9.561231594259688,,,
true-usd,tusd,TrueUSD,https://assets.coingecko.com/coins/images/3449/large/tusd.png?1618395665,0.999902,1290550315,97,,191729573.0,1.01,0.994901,0.00065046,0.06509,29219555.0,2.31657,1291115465.92673,1290608184.12673,,1.62,-38.24193,2018-08-26T20:41:09.375Z,0.88355,13.13026,2020-03-12T10:47:51.380Z,,2021-12-07T10:44:51.712Z,0.03295422729155368,0.06509456196910768,,,
ecomi,omi,ECOMI,https://assets.coingecko.com/coins/images/4428/large/ECOMI.png?1557928886,0.00546418,1289074673,98,,9767307.0,0.00560482,0.00487228,0.00053662,10.89016,120070745.0,10.2712,237689829874.56,750000000000.0,,0.01343572,-59.63485,2021-03-19T17:20:53.999Z,3.37e-06,160784.72789,2019-11-04T10:52:42.729Z,,2021-12-07T10:42:46.299Z,0.6020482397273625,10.890157259438558,9.66070686807157,btc,966.070686807157
spell-token,spell,Spell Token,https://assets.coingecko.com/coins/images/15861/large/abracadabra-3.png?1622544862,0.01688261,1288277269,99,3540408766.0,189766649.0,0.01747167,0.0088166,0.00786817,87.28407,599258025.0,86.97261,76414404205.7129,103214939480.85785,210000000000.0,0.03506357,-51.83437,2021-11-02T08:44:42.429Z,0.00029812,5564.94833,2021-08-05T13:00:27.077Z,,2021-12-07T10:44:55.004Z,-2.527011616734932,87.28407058361309,,,
e-radix,exrd,e-Radix,https://assets.coingecko.com/coins/images/13145/large/exrd_logo.png?1605662677,0.321271,1271315784,100,7704944144.0,13024874.0,0.325949,0.260464,0.04829944,17.69395,208250027.0,19.58957,3960000000.0,,24000000000.0,0.660211,-51.35691,2021-11-14T16:24:07.330Z,0.056532,468.08318,2020-11-25T11:31:13.036Z,,2021-12-07T10:45:50.045Z,-1.2477853236159882,17.693947121854073,,,
